"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"166","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 12:07:04","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"167","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 12:05:46","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"168","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 12:02:09","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"169","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 11:42:01","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"170","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 11:39:32","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"171","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 11:32:27","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"172","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 11:29:47","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"173","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 11:19:09","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"174","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 11:12:45","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"175","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 11:03:58","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"176","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 11:02:08","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"177","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 10:55:15","TRUE","85","0","0","Environment","Karnataka","India",TRUE
