SUBDIVISION,YEAR,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,,,,,,
ASSAM & MEGHALAYA,1991,2838,43.9,733.6,1783.8,276.7,,,,,,
ASSAM & MEGHALAYA,1992,2259.8,61.1,468.8,1578.5,151.4,,,,,,
ASSAM & MEGHALAYA,1993,2879.2,170.2,598.6,1969.9,140.5,,,,,,
ASSAM & MEGHALAYA,1994,2121.3,69.1,600.5,1273.4,178.3,,,,,,
ASSAM & MEGHALAYA,1995,2886.1,48.5,486.8,2169,181.8,,,,,,
ASSAM & MEGHALAYA,1996,2466.9,36,616.4,1543.5,271,,,,,,
ASSAM & MEGHALAYA,1997,2372.2,58.9,465.6,1763.4,84.3,,,,,,
ASSAM & MEGHALAYA,1998,2803.1,43.4,573.1,1947.4,239.2,,,,,,
ASSAM & MEGHALAYA,1999,2594.2,2.9,656.1,1710.2,225,,,,,,
ASSAM & MEGHALAYA,2000,2487,34.2,679.5,1666.6,106.6,,,,,,
ASSAM & MEGHALAYA,2001,2178.4,45.2,495.8,1413.2,224.2,,,,,,
ASSAM & MEGHALAYA,2002,2392.7,25.9,650.2,1589.8,126.8,,,,,,
ASSAM & MEGHALAYA,2003,2434.1,51,546.5,1573.3,263.4,,,,,,
ASSAM & MEGHALAYA,2004,2994.3,34.8,755.9,1849.7,353.9,,,,,,
ASSAM & MEGHALAYA,2005,2468.3,53.3,660.9,1525.2,228.9,,,,,,
ASSAM & MEGHALAYA,2006,1898.6,41.5,515.5,1208.1,133.5,,,,,,
ASSAM & MEGHALAYA,2007,2752.8,75.2,486.1,1975.1,216.4,,,,,,
ASSAM & MEGHALAYA,2008,2339.7,44.2,474.4,1683.9,137.2,,,,,,
ASSAM & MEGHALAYA,2009,2068.2,19.5,426.2,1473.5,149,,,,,,
ASSAM & MEGHALAYA,2010,2711.5,3.7,882.3,1690.2,135.3,,,,,,
ASSAM & MEGHALAYA,2011,1743.4,22.5,439.4,1236,45.6,,,,,,
ASSAM & MEGHALAYA,2012,2609.4,22.1,493.7,1874.8,218.8,,,,,,
ASSAM & MEGHALAYA,2013,1816.4,10.7,503.5,1172.9,129.3,,,,,,
ASSAM & MEGHALAYA,2014,2206.1,30.3,431.9,1705.5,38.5,,,,,,
ASSAM & MEGHALAYA,2015,2470.9,28.9,620.9,1729.3,91.8,,,,,,
NAGA MANI MIZO TRIPURA,1901,2168.4,29.8,359.6,1544.8,234.2,,,,,,
NAGA MANI MIZO TRIPURA,1902,2175,5.2,549.7,1504,116,,,,,,
NAGA MANI MIZO TRIPURA,1903,2230.7,47,345.1,1595.4,243.2,,,,,,
NAGA MANI MIZO TRIPURA,1904,2519.8,49.3,568.3,1678.2,224,,,,,,
NAGA MANI MIZO TRIPURA,1905,2527.6,44.5,661.8,1539.8,281.5,,,,,,
NAGA MANI MIZO TRIPURA,1906,2514.4,78.5,474.2,1770.9,190.9,,,,,,
NAGA MANI MIZO TRIPURA,1907,2121.7,69.5,437.9,1442.4,171.9,,,,,,
NAGA MANI MIZO TRIPURA,1908,2319.3,41.4,397.5,1581.3,299.1,,,,,,
NAGA MANI MIZO TRIPURA,1909,2308.7,10.7,439.9,1549.9,308.1,,,,,,
NAGA MANI MIZO TRIPURA,1910,2267.9,36.9,397,1625.8,208.3,,,,,,
NAGA MANI MIZO TRIPURA,1911,2479.8,59.1,574.9,1602,243.7,,,,,,
NAGA MANI MIZO TRIPURA,1912,2308.8,37.7,656.2,1394.9,220,,,,,,
NAGA MANI MIZO TRIPURA,1913,2613.2,67.7,512.2,1717.1,316.2,,,,,,
NAGA MANI MIZO TRIPURA,1914,2529.2,98.4,662.1,1543.5,225.2,,,,,,
NAGA MANI MIZO TRIPURA,1915,2819.9,49.4,737.2,1764.1,269.2,,,,,,
NAGA MANI MIZO TRIPURA,1916,2555,30.7,381.6,1663.1,479.6,,,,,,
NAGA MANI MIZO TRIPURA,1917,2222.2,83.1,436.4,1491.4,211.3,,,,,,
NAGA MANI MIZO TRIPURA,1918,3013.3,9.9,725.3,2145.5,132.5,,,,,,
NAGA MANI MIZO TRIPURA,1919,2047.9,35.6,301,1509.7,201.6,,,,,,
NAGA MANI MIZO TRIPURA,1920,2375.8,61.9,584.3,1582.7,146.9,,,,,,
NAGA MANI MIZO TRIPURA,1921,2638.2,70.9,628.8,1644.7,293.8,,,,,,
NAGA MANI MIZO TRIPURA,1922,2462.6,13,318.7,1916.2,214.8,,,,,,
NAGA MANI MIZO TRIPURA,1923,2685.5,64.9,525.8,1781.5,313.3,,,,,,
NAGA MANI MIZO TRIPURA,1924,2701.7,48.8,480.1,1779.7,393,,,,,,
NAGA MANI MIZO TRIPURA,1925,2447.5,79.4,616.2,1544.3,207.7,,,,,,
NAGA MANI MIZO TRIPURA,1926,2463.2,94.1,562.3,1567.7,239.1,,,,,,
NAGA MANI MIZO TRIPURA,1927,2887.5,145,662,1852.7,227.9,,,,,,
NAGA MANI MIZO TRIPURA,1928,2472.4,32.8,426.7,1722,291,,,,,,
NAGA MANI MIZO TRIPURA,1929,2859.4,46,723.7,1930.4,159.4,,,,,,
NAGA MANI MIZO TRIPURA,1930,2487.4,76.3,491.6,1587,332.5,,,,,,
NAGA MANI MIZO TRIPURA,1931,2461.1,55.8,530.1,1573.3,302.1,,,,,,
NAGA MANI MIZO TRIPURA,1932,2761.7,75.7,584.8,1870.5,230.6,,,,,,
NAGA MANI MIZO TRIPURA,1933,2451.8,22.2,499.7,1802.8,127.1,,,,,,
NAGA MANI MIZO TRIPURA,1934,3040.8,151.1,561.3,1890.6,437.9,,,,,,
NAGA MANI MIZO TRIPURA,1935,2543.3,48.8,388.2,1946.1,160.1,,,,,,
NAGA MANI MIZO TRIPURA,1936,2917.1,92.4,821.6,1765,238.2,,,,,,
NAGA MANI MIZO TRIPURA,1937,2741.6,60.1,459.8,1924.7,297,,,,,,
NAGA MANI MIZO TRIPURA,1938,2971.6,58.4,716.4,1841.2,355.6,,,,,,
NAGA MANI MIZO TRIPURA,1939,2608.3,61.8,512.6,1803.1,230.8,,,,,,
NAGA MANI MIZO TRIPURA,1940,2526.7,74.8,592,1673.4,186.5,,,,,,
NAGA MANI MIZO TRIPURA,1941,2966.2,77.2,853.8,1839.7,195.5,,,,,,
NAGA MANI MIZO TRIPURA,1942,2680.9,21.7,634.4,1814.6,210.1,,,,,,
NAGA MANI MIZO TRIPURA,1943,2427.9,97.2,485.2,1758.8,86.7,,,,,,
NAGA MANI MIZO TRIPURA,1944,2877.3,111.6,520.2,2130,115.6,,,,,,
NAGA MANI MIZO TRIPURA,1945,3051.9,129.6,592.3,2057.7,272.2,,,,,,
NAGA MANI MIZO TRIPURA,1946,3036.2,19.1,779.2,1868.2,369.6,,,,,,
NAGA MANI MIZO TRIPURA,1947,3210.2,7.3,594.6,2271.1,337.3,,,,,,
NAGA MANI MIZO TRIPURA,1948,2822.1,70.6,729.3,1807.2,215.1,,,,,,
NAGA MANI MIZO TRIPURA,1949,2976.3,20.6,857.3,1914.9,183.5,,,,,,
NAGA MANI MIZO TRIPURA,1950,2423,72.1,374.3,1647.5,329.1,,,,,,
NAGA MANI MIZO TRIPURA,1951,2609.3,4.1,656.3,1562.7,386.2,,,,,,
NAGA MANI MIZO TRIPURA,1952,2810.9,16.1,651.2,1742.7,400.9,,,,,,
NAGA MANI MIZO TRIPURA,1953,2661.6,23.8,641.9,1825.9,169.9,,,,,,
NAGA MANI MIZO TRIPURA,1954,2905.1,65.2,503.3,2031.2,305.4,,,,,,
NAGA MANI MIZO TRIPURA,1955,2865,11.9,655.5,1789,408.7,,,,,,
NAGA MANI MIZO TRIPURA,1956,3022.7,19.6,691.7,2015.7,295.6,,,,,,
NAGA MANI MIZO TRIPURA,1957,2303.9,119.7,415.1,1618.3,150.8,,,,,,
NAGA MANI MIZO TRIPURA,1958,1968.6,93.4,512.6,1119,243.5,,,,,,
NAGA MANI MIZO TRIPURA,1959,2327.6,117.6,482,1371.2,356.8,,,,,,
NAGA MANI MIZO TRIPURA,1960,1799.9,6.1,252.8,1323.5,217.5,,,,,,
NAGA MANI MIZO TRIPURA,1961,1901.2,47,482.4,1250.5,121.3,,,,,,
NAGA MANI MIZO TRIPURA,1962,1822.5,37.8,301.9,1352.4,130.4,,,,,,
NAGA MANI MIZO TRIPURA,1963,2970,4.6,508.4,2075.9,381.1,,,,,,
NAGA MANI MIZO TRIPURA,1964,2328.7,41.1,651.7,1297.4,338.4,,,,,,
NAGA MANI MIZO TRIPURA,1965,2031,63.4,264.7,1479.1,223.7,,,,,,
NAGA MANI MIZO TRIPURA,1966,2478.6,17.7,315.4,1832.6,313,,,,,,
NAGA MANI MIZO TRIPURA,1967,2229.9,85,573.1,1374.9,196.8,,,,,,
NAGA MANI MIZO TRIPURA,1968,2110,38.1,476.9,1497.4,97.6,,,,,,
NAGA MANI MIZO TRIPURA,1969,3610,22.4,387.9,3050.2,149.5,,,,,,
NAGA MANI MIZO TRIPURA,1970,4316.2,352.1,579.6,2841.3,543.2,,,,,,
NAGA MANI MIZO TRIPURA,1971,3080.7,96,572.9,2141.5,270.5,,,,,,
NAGA MANI MIZO TRIPURA,1972,1353.8,50.7,347,898.7,57.5,,,,,,
NAGA MANI MIZO TRIPURA,1973,2105.8,62.7,493.5,1183.8,365.8,,,,,,
NAGA MANI MIZO TRIPURA,1974,2329.6,11.3,478.1,1590.3,249.9,,,,,,
NAGA MANI MIZO TRIPURA,1975,2209.7,25.7,425.3,1407.1,351.5,,,,,,
NAGA MANI MIZO TRIPURA,1976,2651.4,54.7,588.6,1909,99.2,,,,,,
NAGA MANI MIZO TRIPURA,1977,2358.5,49.1,715.1,1389.9,204.4,,,,,,
NAGA MANI MIZO TRIPURA,1978,2150.8,4.7,648.6,1405.5,92,,,,,,
NAGA MANI MIZO TRIPURA,1979,1749.2,9.6,287.1,1314.4,138.1,,,,,,
NAGA MANI MIZO TRIPURA,1980,2305,49.6,708.8,1377.3,169.3,,,,,,
NAGA MANI MIZO TRIPURA,1981,2072.2,53,750.9,1214.2,54.2,,,,,,
NAGA MANI MIZO TRIPURA,1982,2027.5,54.9,401.7,1496.3,74.5,,,,,,
NAGA MANI MIZO TRIPURA,1983,2588,68.4,951.1,1343,225.4,,,,,,
NAGA MANI MIZO TRIPURA,1984,2454,19.2,869.2,1407.3,158.3,,,,,,
NAGA MANI MIZO TRIPURA,1985,2105.3,42.6,627.5,1364.2,70.9,,,,,,
NAGA MANI MIZO TRIPURA,1986,2342.3,16.1,434.1,1422.8,469.3,,,,,,
NAGA MANI MIZO TRIPURA,1987,2361.3,20.8,408.8,1679.4,252.3,,,,,,
NAGA MANI MIZO TRIPURA,1988,2820.2,34,695.6,1712.4,378.2,,,,,,
NAGA MANI MIZO TRIPURA,1989,2359,27.8,363.2,1607.6,360.4,,,,,,
NAGA MANI MIZO TRIPURA,1990,2582.3,32.7,787.2,1452,310.4,,,,,,
NAGA MANI MIZO TRIPURA,1991,2851.9,69.4,937,1467.2,378.3,,,,,,
NAGA MANI MIZO TRIPURA,1992,2221.4,71.5,369.2,1503.6,277.1,,,,,,
NAGA MANI MIZO TRIPURA,1993,2881.7,150.4,747.7,1802.3,181.4,,,,,,
NAGA MANI MIZO TRIPURA,1994,1712.5,39.6,484.7,1059.2,129,,,,,,
NAGA MANI MIZO TRIPURA,1995,2340.2,41.9,375.2,1637.9,285.3,,,,,,
NAGA MANI MIZO TRIPURA,1996,2194.5,38.1,535.3,1413.9,207.2,,,,,,
NAGA MANI MIZO TRIPURA,1997,2212,35.1,501.4,1567.9,107.7,,,,,,
NAGA MANI MIZO TRIPURA,1998,2225.4,59.7,653.2,1367.9,144.7,,,,,,
NAGA MANI MIZO TRIPURA,1999,2233,2.2,457.3,1510.9,262.6,,,,,,
NAGA MANI MIZO TRIPURA,2000,2363.9,48.6,746.9,1357.9,210.4,,,,,,
NAGA MANI MIZO TRIPURA,2001,2149,48.4,436.1,1332.6,332,,,,,,
NAGA MANI MIZO TRIPURA,2002,2242.3,22.5,645.1,1397.8,176.9,,,,,,
NAGA MANI MIZO TRIPURA,2003,2162.2,15.3,502.4,1423.4,221.1,,,,,,
NAGA MANI MIZO TRIPURA,2004,2353.7,7.4,563.5,1643.2,139.6,,,,,,
NAGA MANI MIZO TRIPURA,2005,1836.7,21.4,453.7,1141.1,220.4,,,,,,
NAGA MANI MIZO TRIPURA,2006,1872,12.9,498.8,1253.2,107.1,,,,,,
NAGA MANI MIZO TRIPURA,2007,2538.2,62.6,525.8,1676.6,273.2,,,,,,
NAGA MANI MIZO TRIPURA,2008,1748.9,44.4,305.3,1243,156.1,,,,,,
NAGA MANI MIZO TRIPURA,2009,1737.7,3.2,330.1,1219.9,184.5,,,,,,
NAGA MANI MIZO TRIPURA,2010,2295.2,8.9,541.4,1482,262.9,,,,,,
NAGA MANI MIZO TRIPURA,2011,1892.1,16.1,467.4,1313.4,95.2,,,,,,
NAGA MANI MIZO TRIPURA,2012,1922.9,34.7,427.3,1267.6,193.3,,,,,,
NAGA MANI MIZO TRIPURA,2013,1557.2,5.9,428.9,995.2,127.1,,,,,,
NAGA MANI MIZO TRIPURA,2014,1599.9,22.2,267.5,1237.2,73,,,,,,
NAGA MANI MIZO TRIPURA,2015,1922.4,28.7,473.4,1287.7,132.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,2113.2,41.3,238.9,1757,76.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,3180.4,1.9,484.6,2613.9,80.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,2404.5,14.3,201.9,2046.7,141.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,2169.9,32.5,458.8,1503.7,174.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,3005,43.2,447,2405.6,109.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,2618,58.5,241.5,2169,149,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,2530,31.2,336.1,2112.9,49.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,1988.2,43.5,378.6,1527.8,38.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,2670.1,10.7,339.7,2177.5,142.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,3046.1,19.9,291.1,2535.7,199.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,3194.2,29.7,473.3,2352.3,338.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,2793.6,14.3,493.8,2030.1,255.4,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,2935.1,35.9,400.1,2287.4,211.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,2414.1,72.2,396,1887.9,58,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,2504.9,53.9,489.5,1831.5,130.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,3476.8,24.2,479.4,2756.6,216.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1917,2841.6,22.4,264.5,2198.4,356.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1918,2981.4,2.2,465.3,2478.2,35.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1919,2544.5,24.6,276.7,2066.1,177,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1920,2884.1,25.1,295.3,2402.5,161.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1921,3513.4,43.9,715.5,2560.4,193.7,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1922,3001.9,20.4,268.1,2620.3,93.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1923,2489,40.2,444.5,1925.4,78.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1924,2950.9,4.3,379.7,2355.4,211.5,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1925,2886.6,9.1,559.3,2233.3,84.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1926,2637.7,15.6,346.4,2162.8,112.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1927,2732.2,55,401.2,2152,124,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1928,2868.9,37.3,308.9,2250.7,272.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1929,2931.3,51.7,399.4,1942,538.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1930,2184.5,37.5,305.4,1646.7,194.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1931,2876.5,12.4,423.2,2311.6,129.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1932,2715.6,10,336.9,2057.8,310.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1933,2514.2,25.9,318.9,2015,154.4,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1934,2612.9,70.7,314.7,2065.4,162.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1935,2785.1,37.9,289.7,2431.5,26.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1936,2660.3,12.5,407.3,2118.8,121.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1937,2568.4,68.6,336,1803.4,360.4,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1938,3249.3,8.9,544.7,2588.7,106.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1939,2591.1,19.8,280.8,2137.4,153.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1940,2320.2,54.2,363,1878.7,24.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1941,2718,10.1,477,2049.9,181,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1942,2365.4,26.1,486.4,1795.6,57.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1943,2917.6,80.8,424.9,2367.4,44.5,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1944,2583.2,52.8,408.6,2062.8,59,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1945,2755.4,49.2,432.6,2036.5,237.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1946,2768.5,11.6,465.7,1986.1,305.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1947,2534.1,2.4,340.5,2046.9,144.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1948,2936.6,15.9,557.3,2119.1,244.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1949,3287.7,35.1,647.8,2288.1,316.7,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1950,2762.5,19.9,286.7,2324.5,131.5,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,2683.1,1.5,331.7,2154.5,195.4,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,3270.7,23.4,669.9,2404.3,173.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,2594,39,405.8,2039.1,110.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,3055.6,25.9,390,2549.9,89.7,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,2992.9,7.4,326.6,2596.9,62,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,2885.5,16.2,628.4,1991.4,249.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,2225.5,112,203.7,1824.6,85.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,2820.3,25.6,404.8,2239.4,150.4,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,2580.1,105.5,394.6,1734.2,346,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,2610.5,6.6,350,2182,71.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,2304.2,50.4,338.1,1780.8,135,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,2521.7,54.7,390.3,1996.4,80.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,2604.7,2.7,459.7,1965.1,177.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,2981.4,1.2,321,2504.7,154.5,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,2762.7,22.1,350.1,2318.2,72.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,2515.3,37.1,286.2,2069.1,123,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,2860.5,2.4,397.8,2312.6,147.7,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,3378.8,31,362.4,2583.3,402.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,2424.9,14.4,396,1934.6,79.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,2702.3,31.4,332.9,2273.9,64.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,3226.8,49.7,547.4,2274.4,355.4,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,2414.6,51,473.9,1789.7,100,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,2804.6,49.7,448,2005.1,301.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,3341.6,21.6,644.2,2489.4,186.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,2663.6,50.2,350.4,2080.8,182.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,2793.9,59.7,443.6,2140.8,149.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,2906.5,22.6,621.3,1912.7,349.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,2377.8,32.6,499.2,1711.1,134.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,2511.7,34.9,257.7,1862.9,356.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,3148.6,56.4,507.8,2430.4,154.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,2969.3,71.8,537.1,2295.9,64.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,2337.7,10.1,347.1,1895.7,84.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,2838.8,83.7,458.3,2147.6,149.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,2748.4,40.6,530,1982.1,195.7,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,3037.9,32.8,471.2,2277.3,256.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,2365.4,7.1,282.4,1838.9,237,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,3185.5,38.1,380.6,2609.8,157.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,3141.4,31.4,436.5,2573.6,99.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,2854.6,62.6,462.2,2182.5,147.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,3565.3,113.6,596.6,2726,129.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,3072.4,65.7,432.3,2474.4,99.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,2358.8,56.7,363.4,1798.8,140,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,2895.9,72.9,516.2,2047.3,259.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,2127.3,104.6,484.1,1443.6,95,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,3557.8,59,484.5,2812,202.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,2800.3,65.1,546.1,2081.3,107.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,2551.4,50.2,362.9,2024.2,114.1,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,3655.1,50.5,533.4,2846.8,224.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,3323.3,14.9,509.3,2537.9,261.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,2908,46.9,566.6,2187.8,106.7,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2001,2612.6,24.5,532.2,1730.5,325.4,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2002,2547,40.1,514.4,1897.2,95.2,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2003,2723.3,96.3,473.3,1895.1,258.7,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2004,2714.7,31.4,491.5,1980.1,211.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2005,2807.7,40.6,541.6,1945.1,280.4,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2006,2262.1,17.7,429.6,1668.2,146.6,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2007,2638.9,84.2,421.7,2042.5,90.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2008,2689.9,55.3,393,2117.3,124.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2009,2324.6,46.3,478.9,1549.6,249.8,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2010,2612.3,25.2,590,1920.8,76.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2011,2418.7,28.4,453.9,1858.6,77.7,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2012,2632.2,29.2,407.7,2056,139.3,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2013,2406.1,26.7,443.4,1717.6,218.5,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2014,2322.6,26.9,394.2,1862.6,38.9,,,,,,
SUB HIMALAYAN WEST BENGAL & SIKKIM,2015,2518.6,30.7,518.5,1883,86.4,,,,,,
GANGETIC WEST BENGAL,1901,1487.6,95.5,189.7,1068,134.4,,,,,,
GANGETIC WEST BENGAL,1902,1347.7,1.2,309.6,984,52.9,,,,,,
GANGETIC WEST BENGAL,1903,1354.3,42.1,146.4,959.6,206.2,,,,,,
GANGETIC WEST BENGAL,1904,1383.1,24,213.3,1106.4,39.3,,,,,,
GANGETIC WEST BENGAL,1905,1666.9,80.5,326.3,1147.6,112.6,,,,,,
GANGETIC WEST BENGAL,1906,1395.6,170.4,135.7,936.9,152.6,,,,,,
GANGETIC WEST BENGAL,1907,1337,24.8,226.9,1047.3,38,,,,,,
GANGETIC WEST BENGAL,1908,1400,32.1,117.1,1229.2,21.5,,,,,,
GANGETIC WEST BENGAL,1909,1697.8,12.1,242.9,1344.8,98,,,,,,
GANGETIC WEST BENGAL,1910,1385.9,33.8,159.4,1021.8,170.9,,,,,,
GANGETIC WEST BENGAL,1911,1264.9,4.1,188.5,966.7,105.5,,,,,,
GANGETIC WEST BENGAL,1912,1347.4,25.3,229.8,914,178.2,,,,,,
GANGETIC WEST BENGAL,1913,1826.8,114.8,204.9,1356.3,150.9,,,,,,
GANGETIC WEST BENGAL,1914,1383.9,31,309.2,998.8,44.9,,,,,,
GANGETIC WEST BENGAL,1915,1310.3,15.1,228.5,919,147.6,,,,,,
GANGETIC WEST BENGAL,1916,1600.5,2.7,101.2,1131.6,365,,,,,,
